fraud_reported,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,months_as_customer,insured_zip,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
Y,593466,11/21/2006,OH,500/1000,500,1064.49,5000000,435,462804,60,MALE,Associate,priv-house-serv,chess,73500,-43300,2/13/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,1,UNKNOWN,62880,5240,10480,47160,Mercedes,E400,2007
N,594722,7/31/1999,OH,500/1000,2000,1102.29,0,289,450889,47,FEMALE,Associate,adm-clerical,hiking,73000,-37900,1/31/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,0,YES,54000,6000,6000,42000,Toyota,Highlander,1996
N,594739,6/16/2006,IL,100/300,500,1342.8,0,244,439502,40,FEMALE,MD,sales,base-jumping,0,0,2/2/2015,Vehicle Theft,NA,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2,1,YES,1,3,YES,5940,660,660,4620,Toyota,Camry,2014
Y,594783,12/30/2011,IL,250/500,500,1299.18,0,119,463271,34,FEMALE,College,tech-support,hiking,57100,0,1/8/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998
Y,594988,5/6/2007,IN,500/1000,500,984.02,0,255,472724,43,FEMALE,JD,transport-moving,board-games,75800,0,2/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,UNKNOWN,2,2,UNKNOWN,74700,7470,14940,52290,Nissan,Maxima,2007
N,596298,8/23/1996,IN,500/1000,500,1330.46,0,269,435552,45,FEMALE,High School,machine-op-inspct,sleeping,54800,-64100,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,UNKNOWN,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008
N,596785,3/4/2014,IL,500/1000,2000,1104.5,0,241,432211,45,FEMALE,PhD,machine-op-inspct,basketball,0,0,2/15/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbrook,2100 Francis Drive,5,1,NO,2,2,NO,91650,14100,14100,63450,Accura,TL,2011
N,596914,1/5/1992,IN,250/500,500,1508.9,0,126,472814,28,FEMALE,JD,machine-op-inspct,skydiving,0,0,1/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,UNKNOWN,67800,11300,11300,45200,Ford,F150,2011
N,598124,9/20/1993,OH,500/1000,500,1301.72,0,124,441726,29,MALE,Masters,handlers-cleaners,golf,0,0,2/25/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,UNKNOWN,0,3,YES,72000,7200,7200,57600,Audi,A3,2005
Y,598308,1/28/1992,IN,250/500,2000,1333.97,6000000,279,620819,45,FEMALE,MD,other-service,bungie-jumping,61100,-30700,1/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,21,3,UNKNOWN,1,0,UNKNOWN,61050,11100,11100,38850,Dodge,RAM,2011
Y,598554,2/14/1990,IN,100/300,500,795.23,0,154,609216,34,MALE,PhD,machine-op-inspct,base-jumping,36900,0,1/10/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,6618 Cherokee Drive,15,3,YES,2,1,UNKNOWN,69480,15440,0,54040,Nissan,Maxima,2014
N,599031,10/29/1991,IN,100/300,500,1558.29,0,247,456781,39,FEMALE,Masters,protective-serv,reading,0,-49300,2/16/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,UNKNOWN,7700,770,1540,5390,Saab,93,2000
N,599174,1/14/2008,IL,100/300,2000,1017.18,0,93,431354,31,FEMALE,MD,prof-specialty,paintball,0,0,2/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014
N,599262,9/25/2001,IN,100/300,1000,1525.86,0,304,463184,49,FEMALE,PhD,craft-repair,camping,0,0,1/21/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,2013
Y,600845,1/5/2012,IL,100/300,2000,1540.19,0,177,463842,38,FEMALE,College,adm-clerical,skydiving,0,-74500,2/1/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,5506 Best St,20,1,YES,2,0,NO,73700,7370,7370,58960,Chevrolet,Silverado,2001
N,601042,9/19/2007,OH,250/500,500,1246.03,0,190,442919,38,MALE,JD,craft-repair,movies,61900,-50000,1/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,14,1,YES,0,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013
Y,602410,1/16/1996,IN,250/500,2000,1463.07,0,196,615611,36,MALE,MD,armed-forces,skydiving,0,0,1/24/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Springfield,4939 Best St,3,1,UNKNOWN,1,1,NO,5300,530,530,4240,Jeep,Grand Cherokee,2001
N,602704,9/27/2011,OH,500/1000,1000,1189.04,0,273,457843,47,FEMALE,Associate,prof-specialty,video-games,59600,0,1/24/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,UNKNOWN,39800,7960,3980,27860,Jeep,Wrangler,2014
Y,603632,8/16/2003,OH,250/500,2000,1285.09,0,402,444558,54,MALE,JD,farming-fishing,board-games,48000,-79600,2/28/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013
Y,604614,2/17/1995,IN,100/300,2000,1362.64,5000000,142,450332,33,FEMALE,JD,exec-managerial,cross-fit,0,0,1/21/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,1,YES,1,3,UNKNOWN,81360,6780,13560,61020,Suburu,Legacy,2009
Y,605100,2/15/2001,IL,100/300,500,1042.25,0,258,601206,41,MALE,Masters,exec-managerial,reading,0,-44400,2/8/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,2905 Embaracadero Drive,0,3,NO,2,3,NO,81240,6770,20310,54160,Mercedes,C300,2008
N,606037,4/10/2009,OH,500/1000,2000,1441.06,0,182,435534,38,FEMALE,Masters,armed-forces,movies,53800,-78300,1/8/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,UNKNOWN,2,3,YES,89650,8150,16300,65200,Dodge,RAM,2005
N,607259,4/8/1996,OH,250/500,500,1390.72,0,225,448949,39,MALE,Masters,tech-support,paintball,83900,-52100,2/20/2015,Parked Car,NA,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011
N,607351,12/11/1998,IN,250/500,500,1616.26,0,169,617804,36,MALE,High School,exec-managerial,yachting,50700,-57600,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,NO,2,3,UNKNOWN,77440,14080,7040,56320,Dodge,Neon,2004
N,607687,3/3/2007,OH,500/1000,2000,1270.21,0,123,476413,34,FEMALE,College,sales,sleeping,16100,-61200,1/14/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,NO,1,1,UNKNOWN,55260,6140,0,49120,Nissan,Ultima,2000
N,607974,8/12/2004,IL,500/1000,500,1265.72,0,475,612506,61,FEMALE,Masters,handlers-cleaners,paintball,0,-59500,2/18/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,7797 Tree Ridge,23,1,YES,0,2,UNKNOWN,64350,9900,9900,44550,Mercedes,E400,1998
N,608039,12/28/2004,IL,100/300,500,1155.38,0,193,604952,40,FEMALE,PhD,handlers-cleaners,movies,34200,-32300,1/28/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,6581 Rock Ridge,6,1,NO,0,0,YES,63900,6390,6390,51120,Accura,TL,2001
N,608443,12/21/2006,IL,500/1000,2000,1175.07,0,259,457121,45,MALE,MD,craft-repair,movies,30100,0,1/3/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,UNKNOWN,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011
Y,608513,7/18/2002,IN,100/300,500,848.07,3000000,202,607730,34,MALE,JD,exec-managerial,chess,31000,-30200,1/7/2015,Vehicle Theft,NA,Minor Damage,None,VA,Northbrook,3790 Andromedia Hwy,5,1,YES,2,1,UNKNOWN,5720,1040,520,4160,Suburu,Forrestor,2003
N,613226,8/22/1991,IN,100/300,2000,1595.07,0,86,439304,28,MALE,PhD,transport-moving,hiking,75800,0,2/23/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002
N,614763,1/2/1991,IL,500/1000,500,1612.43,0,134,456762,32,FEMALE,MD,other-service,yachting,36400,0,1/8/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,UNKNOWN,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015
N,615047,11/20/2002,IN,250/500,500,1386.93,0,286,457130,47,MALE,High School,priv-house-serv,bungie-jumping,54100,-77600,1/17/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,TL,2001
N,615116,11/9/2008,IN,250/500,500,1194.83,0,116,603733,31,FEMALE,MD,prof-specialty,camping,28600,0,1/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,23,1,NO,0,0,NO,44200,4420,8840,30940,Suburu,Forrestor,1997
Y,616337,8/30/2012,IN,250/500,500,1737.66,0,116,470577,34,MALE,Associate,transport-moving,chess,0,-24100,1/1/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,5719 2nd Lane,1,1,UNKNOWN,1,1,UNKNOWN,97080,16180,16180,64720,BMW,X5,2001
N,618659,10/18/2005,OH,100/300,500,965.13,0,112,450341,27,FEMALE,Masters,tech-support,exercise,60000,-54800,2/22/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,UNKNOWN,0,1,UNKNOWN,51000,8500,8500,34000,Nissan,Pathfinder,2013
N,618682,3/4/2000,IN,500/1000,2000,1421.59,0,185,442695,35,MALE,College,other-service,sleeping,0,0,1/31/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,UNKNOWN,2,3,YES,4950,900,450,3600,Ford,F150,2011
N,619589,3/28/2006,IL,100/300,1000,1383.13,0,41,618405,26,FEMALE,JD,prof-specialty,exercise,46700,0,2/28/2015,Vehicle Theft,NA,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,UNKNOWN,6890,530,1060,5300,Jeep,Grand Cherokee,1997
N,620020,6/21/1997,OH,500/1000,1000,984.45,0,210,474998,39,MALE,Associate,armed-forces,paintball,0,0,1/2/2015,Vehicle Theft,NA,Minor Damage,None,NC,Riverwood,4615 Embaracadero Ave,4,1,YES,1,2,UNKNOWN,7800,780,780,6240,Dodge,RAM,1997
Y,620075,4/21/2010,OH,250/500,500,1257.36,0,185,474771,34,FEMALE,PhD,armed-forces,movies,0,0,2/27/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,UNKNOWN,51370,9340,4670,37360,BMW,M5,2000
N,620215,7/27/2005,IN,250/500,500,823.17,0,194,455689,39,MALE,Masters,adm-clerical,paintball,0,0,2/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,UNKNOWN,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012
N,620855,4/29/1990,IN,500/1000,2000,1123.89,0,212,468313,35,MALE,MD,priv-house-serv,video-games,35400,-49200,1/21/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,UNKNOWN,1,3,UNKNOWN,50380,4580,4580,41220,Suburu,Forrestor,1996
Y,621756,4/21/1997,IN,100/300,1000,1129.23,0,243,470190,41,FEMALE,College,farming-fishing,camping,17300,-60400,2/23/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,1,1,UNKNOWN,1,0,YES,50300,10060,5030,35210,Suburu,Legacy,1999
N,623032,3/11/2007,IL,500/1000,1000,1061.98,6000000,121,440837,31,FEMALE,JD,armed-forces,camping,0,0,2/1/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,2002
N,623648,5/19/1993,IL,250/500,2000,1470.06,0,11,431683,39,MALE,PhD,other-service,yachting,56600,-45800,1/7/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,4296 Pine Hwy,22,1,YES,0,1,NO,65790,7310,7310,51170,Saab,93,2007
N,626074,9/29/1997,IN,250/500,2000,1724.46,6000000,265,432491,41,FEMALE,Associate,craft-repair,sleeping,81800,0,1/13/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,UNKNOWN,1,3,UNKNOWN,44200,4420,4420,35360,Audi,A5,2014
Y,626208,5/8/2005,OH,100/300,1000,840.81,0,152,613607,33,FEMALE,High School,farming-fishing,chess,0,0,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,4876 Washington Drive,2,1,YES,0,2,UNKNOWN,82610,7510,7510,67590,Ford,Escape,2002
N,626808,10/26/2012,OH,100/300,1000,936.61,0,121,464652,34,FEMALE,MD,armed-forces,bungie-jumping,52800,-32800,1/8/2015,Parked Car,NA,Minor Damage,None,SC,Springfield,6582 Elm Lane,5,1,NO,1,1,NO,7280,1120,1120,5040,Toyota,Highlander,2010
N,627486,11/10/2005,IN,500/1000,500,1010.77,0,153,438215,37,MALE,High School,transport-moving,basketball,52300,-55600,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,UNKNOWN,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999
N,627540,5/21/2010,OH,500/1000,1000,1489.24,6000000,194,608335,39,FEMALE,JD,other-service,kayaking,0,-45000,1/24/2015,Vehicle Theft,NA,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004
N,628337,11/14/2007,IN,100/300,2000,1078.22,0,126,453274,34,FEMALE,Masters,transport-moving,camping,54500,0,2/23/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,NO,0,1,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007
Y,629663,1/21/2002,IL,500/1000,1000,1053.02,0,343,602402,52,FEMALE,Associate,prof-specialty,bungie-jumping,0,0,2/16/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,7331 Sky Hwy,2,1,UNKNOWN,0,2,NO,47630,12990,4330,30310,Toyota,Corolla,2005
N,629918,10/14/2005,IL,100/300,2000,1278.75,0,174,461328,36,FEMALE,College,tech-support,paintball,53200,-53800,2/6/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,2117 Lincoln Hwy,21,3,UNKNOWN,2,2,NO,65400,10900,10900,43600,Dodge,RAM,2012
N,630226,12/10/2005,IL,250/500,500,1411.43,0,328,464874,48,MALE,Masters,armed-forces,bungie-jumping,45100,-32800,1/16/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,17,1,YES,2,1,NO,59400,5940,11880,41580,Honda,Civic,2014
N,630683,10/23/2007,OH,250/500,500,1078.65,0,386,615730,53,MALE,JD,craft-repair,camping,36800,0,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,UNKNOWN,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006
N,630998,4/9/2003,OH,250/500,1000,1117.17,0,84,473645,29,FEMALE,High School,machine-op-inspct,video-games,0,-29900,2/12/2015,Parked Car,NA,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,YES,2,0,YES,6820,620,1240,4960,BMW,3 Series,2005
N,631565,7/14/1997,IN,100/300,2000,1161.91,0,283,457722,43,FEMALE,Associate,adm-clerical,polo,0,-50400,1/17/2015,Parked Car,NA,Minor Damage,None,WV,Northbrook,1512 Rock Lane,9,1,UNKNOWN,0,3,NO,5850,1300,650,3900,BMW,M5,2006
Y,632627,10/7/1990,OH,500/1000,1000,1125.37,0,464,604450,61,FEMALE,Associate,prof-specialty,basketball,0,-56400,1/13/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,UNKNOWN,0,2,YES,79800,6650,19950,53200,Saab,95,2000
N,633090,2/17/2009,IL,100/300,1000,1631.1,0,96,437323,27,FEMALE,High School,priv-house-serv,exercise,0,0,1/23/2015,Parked Car,NA,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,UNKNOWN,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007
N,633375,9/17/2003,IL,250/500,500,1083.64,0,254,614372,45,MALE,JD,other-service,paintball,59800,0,2/27/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,UNKNOWN,79680,13280,13280,53120,BMW,3 Series,2004
N,634499,8/26/2000,IL,250/500,1000,999.43,0,286,477947,41,MALE,College,prof-specialty,paintball,25800,0,1/1/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,UNKNOWN,4100,820,410,2870,Chevrolet,Malibu,2009
N,636550,7/25/2011,IL,100/300,500,1315.68,0,212,600983,42,MALE,PhD,priv-house-serv,camping,0,-39300,1/5/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,Hillsdale,3066 Francis Ave,14,1,NO,2,1,UNKNOWN,42300,4700,4700,32900,Saab,92x,1996
N,636843,12/1/2008,OH,100/300,1000,1097.99,0,362,442239,55,FEMALE,JD,other-service,base-jumping,44400,-71500,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998
Y,638155,8/3/1994,IL,250/500,1000,979.73,0,463,601848,59,FEMALE,JD,exec-managerial,yachting,51700,0,2/12/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,UNKNOWN,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999
Y,639027,6/21/1994,IL,250/500,1000,817.28,0,270,460263,41,MALE,High School,sales,cross-fit,62200,0,1/3/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,4095 MLK St,17,3,UNKNOWN,1,1,NO,60190,4630,9260,46300,Mercedes,ML350,2014
N,640474,8/1/2010,IN,500/1000,2000,1192.04,0,437,619470,58,MALE,Associate,craft-repair,dancing,66100,-31400,1/19/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7314 Tree Drive,23,1,YES,0,0,NO,55800,11160,11160,33480,Dodge,RAM,2004
N,641845,3/30/1995,OH,250/500,500,1865.83,5000000,176,436173,36,MALE,College,transport-moving,kayaking,32800,-50600,2/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,17,1,UNKNOWN,2,1,YES,47300,4300,8600,34400,Volkswagen,Jetta,2006
Y,641934,12/25/2013,OH,500/1000,500,1430.8,0,51,461264,34,MALE,PhD,machine-op-inspct,camping,0,0,2/12/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,UNKNOWN,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007
N,643226,4/7/1992,OH,250/500,1000,1693.83,7000000,204,447976,40,MALE,High School,protective-serv,polo,44000,-20800,1/9/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,6,1,UNKNOWN,1,0,UNKNOWN,53400,5340,5340,42720,Honda,CRV,2003
Y,644081,12/28/1998,OH,250/500,2000,1301.13,0,180,476685,38,FEMALE,College,machine-op-inspct,board-games,41300,-55500,1/15/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Springfield,6851 3rd Drive,12,1,NO,0,2,YES,46200,4200,8400,33600,Dodge,Neon,2003
N,645258,7/4/1997,OH,500/1000,2000,1267.81,5000000,244,603123,40,FEMALE,Masters,exec-managerial,video-games,0,0,1/3/2015,Vehicle Theft,NA,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,UNKNOWN,2,1,UNKNOWN,6600,660,1320,4620,Accura,TL,2005
N,645723,5/5/1991,OH,500/1000,500,1107.07,0,137,478868,35,FEMALE,High School,protective-serv,movies,0,-45300,2/4/2015,Vehicle Theft,NA,Minor Damage,Police,VA,Hillsdale,7405 Oak St,21,1,NO,0,0,YES,3300,600,600,2100,Saab,92x,2008
N,646069,6/8/2002,OH,500/1000,1000,1212.07,0,312,459298,47,FEMALE,MD,exec-managerial,polo,66900,-51800,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000
Y,648397,3/9/1999,IN,100/300,1000,1110.37,10000000,258,455365,46,MALE,MD,machine-op-inspct,hiking,34400,-56800,1/24/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,UNKNOWN,47700,4770,9540,33390,Accura,MDX,1997
N,648509,3/6/2010,IN,100/300,2000,897.89,6000000,324,618862,46,MALE,MD,tech-support,board-games,0,-41300,1/21/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,UNKNOWN,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,2011
Y,648852,3/15/2007,IL,100/300,1000,995.55,5000000,440,604948,57,MALE,College,protective-serv,paintball,51500,-52100,2/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,6668 Andromedia Ridge,19,3,YES,0,3,UNKNOWN,68200,12400,12400,43400,Jeep,Wrangler,2007
N,649082,1/19/1996,IL,500/1000,1000,1922.84,0,24,431277,33,FEMALE,High School,machine-op-inspct,skydiving,0,-45200,1/24/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,UNKNOWN,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002
N,649800,3/16/2014,OH,500/1000,1000,1007,0,150,466238,37,FEMALE,PhD,transport-moving,board-games,30400,-89400,1/27/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,7973 4th St,9,1,NO,0,2,UNKNOWN,80080,12320,12320,55440,Chevrolet,Silverado,2013
N,650026,5/9/2009,OH,500/1000,500,1235.1,0,223,466959,43,FEMALE,Masters,tech-support,exercise,66400,-34400,2/10/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,14,1,NO,2,1,NO,54400,5440,5440,43520,BMW,M5,2011
N,651861,1/7/2011,IL,100/300,500,1046.58,4000000,235,434982,39,MALE,MD,tech-support,exercise,0,-31700,1/24/2015,Vehicle Theft,NA,Trivial Damage,None,NY,Hillsdale,6193 1st Hwy,1,1,UNKNOWN,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010
Y,651948,9/28/1994,IN,500/1000,1000,1354.5,0,150,456602,31,MALE,Masters,machine-op-inspct,base-jumping,52800,0,1/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,3,UNKNOWN,0,3,YES,64800,6480,12960,45360,Suburu,Forrestor,2000
N,653864,4/25/2007,IN,250/500,2000,1281.07,7000000,219,608371,39,FEMALE,High School,protective-serv,board-games,0,0,1/18/2015,Parked Car,NA,Trivial Damage,Police,NY,Springfield,4116 Embaracadero Lane,6,1,NO,0,2,NO,5920,740,740,4440,Chevrolet,Malibu,2015
N,654974,5/10/2009,OH,100/300,500,803.36,0,73,435371,30,FEMALE,High School,protective-serv,reading,0,0,2/25/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,UNKNOWN,0,0,YES,57000,0,11400,45600,Audi,A3,2013
N,655356,7/7/1996,IL,250/500,500,1339.39,0,56,471786,42,FEMALE,Associate,adm-clerical,chess,0,0,2/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,UNKNOWN,1,2,YES,61490,11180,11180,39130,BMW,X5,1998
N,655787,6/17/2006,IL,250/500,2000,972.47,0,231,441981,43,MALE,College,protective-serv,reading,0,-58100,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010
N,657045,12/4/1995,OH,250/500,1000,895.83,0,199,452597,41,FEMALE,Associate,sales,paintball,0,0,2/11/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100,3010,0,27090,Chevrolet,Malibu,1999
N,658002,10/21/2005,OH,250/500,2000,1509.04,0,96,611723,26,FEMALE,Associate,prof-specialty,bungie-jumping,10000,0,2/23/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,9,1,YES,2,3,NO,78320,7120,14240,56960,Saab,92x,2007
N,658816,12/16/2007,IN,100/300,1000,1537.33,0,103,468470,27,FEMALE,College,handlers-cleaners,board-games,0,-74800,2/20/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008
